customerID,Churn,customer_gender,customer_SeniorCitizen,customer_Partner,customer_Dependents,customer_tenure,phone_PhoneService,phone_MultipleLines,internet_InternetService,internet_OnlineSecurity,internet_OnlineBackup,internet_DeviceProtection,internet_TechSupport,internet_StreamingTV,internet_StreamingMovies,account_Contract,account_PaperlessBilling,account_PaymentMethod,account_Charges_Monthly,account_Charges_Total,Contas_Diarias,escala_customer_tenure,escala_account_Charges_Monthly,escala_account_Charges_Total,escala_Contas_Diarias
0230-UBYPQ,no,male,1,yes,no,63,no,no phone service,dsl,yes,no,no,yes,no,no,one year,no,bank transfer (automatic),36.1,2298.9,1.19,61-70,21-40,2001-2500,1.0-1.5
0230-WEQUW,no,male,0,yes,no,66,no,no phone service,dsl,yes,yes,yes,yes,yes,no,two year,yes,bank transfer (automatic),56.6,3789.2,1.86,61-70,41-60,3501-4000,1.5-2.0
0231-LXVAP,yes,male,0,no,no,1,yes,no,fiber optic,no,no,no,yes,no,no,month-to-month,yes,electronic check,75.9,75.9,2.49,0-20,61-80,0-500,2.0-2.5
0233-FTHAV,no,female,0,no,no,60,yes,yes,fiber optic,no,no,yes,no,no,no,one year,yes,bank transfer (automatic),79.2,4765.0,2.6,51-60,61-80,4501-5000,2.5-3.0
0234-TEVTT,no,female,0,yes,yes,48,no,no phone service,dsl,yes,no,yes,no,no,yes,one year,no,credit card (automatic),45.0,2196.3,1.48,41-50,41-60,2001-2500,1.0-1.5
0235-KGSLC,yes,female,0,no,no,1,yes,no,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,credit card (automatic),85.55,85.55,2.81,0-20,81-100,0-500,2.5-3.0
0236-HFWSV,yes,male,0,no,no,15,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,93.35,1444.65,3.07,0-20,81-100,1001-1500,3.0-3.5
0237-YFUTL,no,female,0,yes,no,50,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,month-to-month,yes,bank transfer (automatic),109.65,5405.8,3.6,41-50,101-120,5001-5500,3.5-4.0
0238-WHBIQ,no,male,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),89.7,6339.3,2.95,71-80,81-100,6001-6500,2.5-3.0
0239-OXEXL,no,female,0,no,no,46,yes,yes,fiber optic,yes,yes,no,no,no,no,month-to-month,no,mailed check,84.25,3847.6,2.77,41-50,81-100,3501-4000,2.5-3.0
0244-LGNFY,no,female,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),92.65,6733.0,3.04,71-80,81-100,6501-7000,3.0-3.5
0247-SLUJI,no,male,0,yes,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.7,19.7,0.65,0-20,0-20,0-500,0.5-1.0
0248-IPDFW,no,female,0,no,no,1,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,50.1,50.1,1.65,0-20,41-60,0-500,1.5-2.0
0248-PGHBZ,no,female,1,no,no,67,yes,no,fiber optic,yes,yes,no,yes,yes,no,two year,yes,bank transfer (automatic),92.45,6140.85,3.04,61-70,81-100,6001-6500,3.0-3.5
0253-ZTEOB,no,female,0,yes,yes,48,yes,yes,dsl,no,yes,no,yes,yes,yes,two year,no,electronic check,79.65,3870.3,2.62,41-50,61-80,3501-4000,2.5-3.0
0254-FNMCI,no,female,0,no,no,72,yes,no,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,electronic check,109.9,7624.2,3.61,71-80,101-120,7501-8000,3.5-4.0
0254-KCJGT,no,male,0,yes,no,52,yes,yes,dsl,yes,yes,yes,yes,no,yes,one year,yes,credit card (automatic),81.4,4354.45,2.67,51-60,81-100,4001-4500,2.5-3.0
0254-WWRKD,no,female,0,yes,yes,67,yes,no,dsl,no,yes,no,no,no,no,one year,no,credit card (automatic),50.55,3431.75,1.66,61-70,41-60,3001-3500,1.5-2.0
0256-LTHVJ,yes,female,0,yes,yes,28,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,81.05,2227.1,2.66,21-30,81-100,2001-2500,2.5-3.0
0257-KXZGU,no,female,0,yes,yes,32,yes,yes,dsl,no,yes,yes,no,no,no,month-to-month,no,bank transfer (automatic),62.45,2045.55,2.05,31-40,61-80,2001-2500,2.0-2.5
0257-ZESQC,yes,female,1,yes,no,27,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),75.2,1929.35,2.47,21-30,61-80,1501-2000,2.0-2.5
0258-NOKBL,no,male,0,no,no,3,yes,no,fiber optic,no,yes,yes,no,no,yes,month-to-month,no,electronic check,90.4,268.45,2.97,0-20,81-100,0-500,2.5-3.0
0259-GBZSH,yes,male,0,no,no,2,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,85.65,181.5,2.81,0-20,81-100,0-500,2.5-3.0
0260-ZDLGK,yes,female,0,no,yes,9,yes,no,dsl,no,no,yes,yes,yes,yes,month-to-month,yes,mailed check,72.9,651.4,2.39,0-20,61-80,501-1000,2.0-2.5
0263-FJTQO,no,male,0,yes,yes,50,yes,yes,dsl,yes,no,no,yes,yes,no,two year,yes,credit card (automatic),70.5,3486.65,2.32,41-50,61-80,3001-3500,2.0-2.5
0264-CNITK,no,female,0,yes,yes,71,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),20.1,1389.6,0.66,71-80,21-40,1001-1500,0.5-1.0
0265-EDXBD,yes,male,1,yes,no,32,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.9,2303.35,2.46,31-40,61-80,2001-2500,2.0-2.5
0265-PSUAE,no,female,0,yes,yes,16,yes,no,fiber optic,yes,no,yes,no,yes,yes,month-to-month,no,bank transfer (automatic),100.7,1522.7,3.31,0-20,101-120,1501-2000,3.0-3.5
0266-CLZKZ,no,female,0,yes,yes,67,yes,yes,fiber optic,no,no,yes,yes,yes,yes,two year,yes,bank transfer (automatic),105.65,6717.9,3.47,61-70,101-120,6501-7000,3.0-3.5
0266-GMEAO,no,male,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),114.3,8058.55,3.75,71-80,101-120,> 8000,3.5-4.0
0268-QKIWO,yes,female,0,no,no,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,19.75,58.85,0.65,0-20,0-20,0-500,0.5-1.0
0269-XFESX,no,male,0,yes,yes,23,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,24.35,538.5,0.8,21-30,21-40,501-1000,0.5-1.0
0270-THENM,no,male,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,no,no,two year,no,bank transfer (automatic),69.85,5102.35,2.29,71-80,61-80,5001-5500,2.0-2.5
0274-JKUJR,no,male,0,yes,yes,7,no,no phone service,dsl,yes,yes,yes,no,yes,yes,month-to-month,no,mailed check,58.85,465.7,1.93,0-20,41-60,0-500,1.5-2.0
0277-BKSQP,no,male,0,yes,yes,8,yes,no,dsl,no,no,no,no,yes,no,month-to-month,yes,electronic check,54.4,475.1,1.79,0-20,41-60,0-500,1.5-2.0
0277-ORXQS,no,male,0,yes,yes,66,no,no phone service,dsl,no,no,no,yes,yes,yes,two year,no,bank transfer (automatic),50.55,3364.55,1.66,61-70,41-60,3001-3500,1.5-2.0
0278-YXOOG,yes,male,0,no,no,5,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,21.05,113.85,0.69,0-20,21-40,0-500,0.5-1.0
0280-XJGEX,yes,male,0,no,no,49,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),103.7,5036.3,3.41,41-50,101-120,5001-5500,3.0-3.5
0281-CNTZX,no,male,0,yes,no,63,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),19.95,1234.8,0.66,61-70,0-20,1001-1500,0.5-1.0
0282-NVSJS,no,female,1,yes,yes,12,no,no phone service,dsl,no,no,no,yes,no,no,month-to-month,yes,mailed check,29.3,355.9,0.96,0-20,21-40,0-500,0.5-1.0
0285-INHLN,no,male,0,yes,yes,27,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,yes,credit card (automatic),54.75,1510.3,1.8,21-30,41-60,1501-2000,1.5-2.0
0289-IVARM,no,female,0,no,no,35,yes,no,dsl,yes,yes,yes,no,no,no,month-to-month,no,electronic check,60.55,1982.6,1.99,31-40,61-80,1501-2000,1.5-2.0
0292-WEGCH,no,female,0,yes,yes,54,yes,yes,dsl,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic check,86.2,4524.05,2.83,51-60,81-100,4501-5000,2.5-3.0
0295-PPHDO,yes,male,0,no,no,1,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,95.45,95.45,3.14,0-20,81-100,0-500,3.0-3.5
0295-QVKPB,no,male,0,no,no,5,yes,no,dsl,no,no,yes,yes,yes,no,month-to-month,yes,credit card (automatic),63.95,318.1,2.1,0-20,61-80,0-500,2.0-2.5
0297-RBCSG,no,male,0,no,no,19,yes,no,dsl,no,yes,no,yes,no,yes,one year,yes,bank transfer (automatic),65.35,1231.85,2.15,0-20,61-80,1001-1500,2.0-2.5
0298-XACET,no,male,0,yes,yes,52,no,no phone service,dsl,no,yes,yes,yes,yes,no,two year,no,mailed check,50.2,2554.0,1.65,51-60,41-60,2501-3000,1.5-2.0
0301-FIDRB,no,female,0,yes,yes,72,no,no phone service,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),63.8,4684.3,2.1,71-80,61-80,4501-5000,2.0-2.5
0301-KOBTQ,no,male,0,no,no,32,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),20.05,614.45,0.66,31-40,21-40,501-1000,0.5-1.0
0302-JOIVN,yes,female,0,yes,no,8,yes,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,no,electronic check,101.15,842.9,3.32,0-20,101-120,501-1000,3.0-3.5
0303-UNCIP,no,male,0,no,no,41,yes,yes,dsl,no,no,yes,no,no,yes,one year,no,mailed check,65.0,2531.8,2.14,41-50,61-80,2501-3000,2.0-2.5
0303-WMMRN,no,male,0,no,no,5,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.25,86.05,0.63,0-20,0-20,0-500,0.5-1.0
0305-SQECB,no,female,0,no,yes,11,no,no phone service,dsl,yes,no,no,yes,no,no,one year,yes,mailed check,36.05,402.6,1.18,0-20,21-40,0-500,1.0-1.5
0306-JAELE,yes,male,0,no,no,5,yes,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic check,96.1,453.4,3.16,0-20,81-100,0-500,3.0-3.5
0307-BCOPK,no,female,0,no,no,16,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.05,326.65,0.63,0-20,0-20,0-500,0.5-1.0
0308-GIQJT,no,male,1,no,no,71,yes,yes,fiber optic,no,yes,no,yes,yes,yes,one year,no,bank transfer (automatic),105.75,7382.85,3.47,71-80,101-120,7001-7500,3.0-3.5
0308-IVGOK,no,female,0,no,no,11,no,no phone service,dsl,no,yes,yes,yes,no,no,one year,yes,credit card (automatic),40.4,422.6,1.33,0-20,41-60,0-500,1.0-1.5
0310-MVLET,yes,female,0,yes,yes,61,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,99.15,6010.05,3.26,61-70,81-100,6001-6500,3.0-3.5
0310-SUCIN,no,female,0,yes,no,71,yes,no,dsl,yes,yes,yes,yes,yes,yes,one year,yes,bank transfer (automatic),84.8,6046.1,2.79,71-80,81-100,6001-6500,2.5-3.0
0310-VQXAM,no,male,0,no,no,9,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.85,178.8,0.65,0-20,0-20,0-500,0.5-1.0
0311-QYWSS,no,female,0,no,no,6,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,electronic check,49.45,314.6,1.62,0-20,41-60,0-500,1.5-2.0
0311-UNPFF,yes,female,0,no,no,26,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),88.8,2274.35,2.92,21-30,81-100,2001-2500,2.5-3.0
0314-TKOSI,no,female,0,no,no,6,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,no,mailed check,55.15,322.9,1.81,0-20,41-60,0-500,1.5-2.0
0315-LVCRK,no,male,0,no,no,11,yes,no,fiber optic,no,no,yes,no,no,yes,month-to-month,no,electronic check,84.8,888.75,2.79,0-20,81-100,501-1000,2.5-3.0
0318-QUUOB,yes,male,0,yes,no,1,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,80.55,80.55,2.65,0-20,81-100,0-500,2.5-3.0
0318-ZOPWS,no,female,0,yes,no,49,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),20.15,973.35,0.66,41-50,21-40,501-1000,0.5-1.0
0319-QZTCO,no,female,0,yes,yes,3,yes,no,dsl,no,yes,no,no,yes,no,month-to-month,yes,credit card (automatic),58.7,168.6,1.93,0-20,41-60,0-500,1.5-2.0
0320-DWVTU,no,female,0,no,no,53,yes,no,fiber optic,yes,yes,yes,yes,no,yes,two year,no,mailed check,99.5,5424.25,3.27,51-60,81-100,5001-5500,3.0-3.5
0320-JDNQG,yes,male,0,yes,yes,23,yes,no,fiber optic,yes,no,no,yes,yes,yes,month-to-month,yes,electronic check,99.85,2331.3,3.28,21-30,81-100,2001-2500,3.0-3.5
0322-CHQRU,yes,male,0,no,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,45.35,89.5,1.49,0-20,41-60,0-500,1.0-1.5
0322-YINQP,yes,male,0,no,no,1,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,mailed check,48.55,48.55,1.59,0-20,41-60,0-500,1.5-2.0
0323-XWWTN,no,male,0,no,yes,3,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,26.4,121.25,0.87,0-20,21-40,0-500,0.5-1.0
0324-BRPCJ,yes,female,1,yes,no,68,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,100.2,6851.65,3.29,61-70,101-120,6501-7000,3.0-3.5
0325-XBFAC,yes,male,0,no,no,8,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,94.7,740.3,3.11,0-20,81-100,501-1000,3.0-3.5
0326-VDYXE,no,female,0,yes,no,70,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,electronic check,97.65,6982.5,3.21,61-70,81-100,6501-7000,3.0-3.5
0327-WFZSY,no,male,0,yes,yes,39,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,no,electronic check,100.0,3835.55,3.29,31-40,81-100,3501-4000,3.0-3.5
0328-GRPMV,yes,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.1,70.1,2.3,0-20,61-80,0-500,2.0-2.5
0329-GTIAJ,yes,female,0,no,no,3,yes,no,fiber optic,no,yes,no,yes,yes,yes,month-to-month,yes,electronic check,97.9,315.3,3.22,0-20,81-100,0-500,3.0-3.5
0330-BGYZE,no,male,0,yes,no,60,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,no,bank transfer (automatic),102.5,6157.6,3.37,51-60,101-120,6001-6500,3.0-3.5
0330-IVZHA,yes,female,0,yes,no,5,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,69.95,330.15,2.3,0-20,61-80,0-500,2.0-2.5
0334-GDDSO,yes,male,1,no,no,3,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,81.35,233.7,2.67,0-20,81-100,0-500,2.5-3.0
0334-ZFJSR,no,female,0,yes,no,55,yes,yes,dsl,yes,yes,no,yes,no,no,one year,yes,credit card (automatic),66.05,3462.1,2.17,51-60,61-80,3001-3500,2.0-2.5
0336-KXKFK,no,male,0,no,no,72,no,no phone service,dsl,yes,no,yes,yes,yes,yes,two year,yes,credit card (automatic),61.2,4390.25,2.01,71-80,61-80,4001-4500,2.0-2.5
0336-PIKEI,no,male,1,yes,no,72,yes,no,dsl,yes,yes,yes,yes,yes,no,two year,no,bank transfer (automatic),74.4,5360.75,2.44,71-80,61-80,5001-5500,2.0-2.5
0337-CNPZE,yes,female,0,no,no,41,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,106.3,4443.45,3.49,41-50,101-120,4001-4500,3.0-3.5
0343-QLUZP,no,male,0,no,no,60,no,no phone service,dsl,yes,yes,yes,no,no,no,two year,no,bank transfer (automatic),39.6,2424.5,1.3,51-60,21-40,2001-2500,1.0-1.5
0345-HKJVM,yes,female,0,no,no,6,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,no,electronic check,89.3,577.6,2.93,0-20,81-100,501-1000,2.5-3.0
0345-XMMUG,no,female,0,yes,no,46,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),108.9,4854.3,3.58,41-50,101-120,4501-5000,3.5-4.0
0347-UBKUZ,no,female,0,no,no,15,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.9,320.45,0.65,0-20,0-20,0-500,0.5-1.0
0348-SDKOL,yes,female,0,yes,no,58,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,credit card (automatic),102.1,5885.4,3.35,51-60,101-120,5501-6000,3.0-3.5
0354-VXMJC,no,male,0,yes,yes,23,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.6,426.65,0.64,21-30,0-20,0-500,0.5-1.0
0354-WYROK,yes,female,1,yes,yes,31,yes,no,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,98.9,2911.3,3.25,31-40,81-100,2501-3000,3.0-3.5
0356-ERHVT,no,male,0,yes,no,11,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),45.9,521.9,1.51,0-20,41-60,501-1000,1.5-2.0
0356-OBMAC,no,female,1,no,no,56,yes,yes,fiber optic,no,yes,yes,yes,yes,no,two year,yes,bank transfer (automatic),99.9,5706.3,3.28,51-60,81-100,5501-6000,3.0-3.5
0357-NVCRI,no,female,0,no,yes,25,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),20.05,471.7,0.66,21-30,21-40,0-500,0.5-1.0
0361-HJRDX,no,female,0,no,no,68,no,no phone service,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),64.35,4539.6,2.11,61-70,61-80,4501-5000,2.0-2.5
0362-RAOQO,no,female,0,no,no,40,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.65,830.25,0.65,31-40,0-20,501-1000,0.5-1.0
0362-ZBZWJ,yes,male,0,no,no,36,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,84.9,3067.2,2.79,31-40,81-100,3001-3500,2.5-3.0
0363-QJVFX,yes,male,0,no,no,32,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,month-to-month,yes,credit card (automatic),108.15,3432.9,3.55,31-40,101-120,3001-3500,3.5-4.0
0363-SVHYR,no,male,0,yes,yes,71,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),86.85,6263.8,2.85,71-80,81-100,6001-6500,2.5-3.0
0365-BZUWY,no,male,0,yes,no,17,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,102.55,1742.5,3.37,0-20,101-120,1501-2000,3.0-3.5
0365-GXEZS,no,male,0,yes,no,18,yes,no,fiber optic,no,no,yes,yes,no,no,month-to-month,no,electronic check,78.2,1468.75,2.57,0-20,61-80,1001-1500,2.5-3.0
0365-TRTPY,no,female,0,no,no,37,yes,yes,fiber optic,yes,yes,yes,no,no,no,month-to-month,no,bank transfer (automatic),91.2,3382.3,3.0,31-40,81-100,3001-3500,2.5-3.0
0366-NQSHS,no,male,0,no,no,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.35,46.35,0.64,0-20,0-20,0-500,0.5-1.0
0369-ZGOVK,no,female,0,yes,yes,28,yes,no,fiber optic,no,no,no,no,no,no,one year,yes,bank transfer (automatic),70.4,1992.2,2.31,21-30,61-80,1501-2000,2.0-2.5
0373-AIVNJ,no,male,0,no,no,9,no,no phone service,dsl,yes,yes,yes,no,no,no,one year,no,mailed check,39.55,373.0,1.3,0-20,21-40,0-500,1.0-1.5
0374-AACSZ,no,female,0,no,no,1,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,electronic check,50.15,50.15,1.65,0-20,41-60,0-500,1.5-2.0
0374-FIUCA,no,male,0,yes,no,65,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),20.4,1414.45,0.67,61-70,21-40,1001-1500,0.5-1.0
0374-IOEGQ,no,female,0,no,no,3,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,44.6,122.7,1.47,0-20,41-60,0-500,1.0-1.5
0375-HVGXO,yes,female,0,no,no,1,no,no phone service,dsl,no,no,no,no,yes,no,month-to-month,yes,electronic check,34.7,34.7,1.14,0-20,21-40,0-500,1.0-1.5
0376-OIWME,no,male,0,yes,no,36,yes,no,fiber optic,yes,no,no,no,yes,yes,month-to-month,yes,electronic check,93.6,3366.05,3.07,31-40,81-100,3001-3500,3.0-3.5
0376-YMCJC,yes,male,0,no,no,23,yes,yes,fiber optic,no,no,no,yes,yes,no,month-to-month,yes,electronic check,90.6,1943.2,2.98,21-30,81-100,1501-2000,2.5-3.0
0377-JBKKT,no,male,0,yes,yes,22,yes,no,dsl,yes,yes,no,yes,no,no,month-to-month,yes,mailed check,57.95,1271.8,1.9,21-30,41-60,1001-1500,1.5-2.0
0378-CJKPV,no,female,0,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),112.1,7965.95,3.68,71-80,101-120,7501-8000,3.5-4.0
0378-NHQXU,yes,female,0,yes,yes,17,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,no,electronic check,88.25,1460.65,2.9,0-20,81-100,1001-1500,2.5-3.0
0378-TOVMS,yes,female,0,no,no,3,yes,no,fiber optic,no,no,no,yes,no,yes,month-to-month,no,electronic check,85.8,272.2,2.82,0-20,81-100,0-500,2.5-3.0
0378-XSZPU,yes,male,0,yes,no,58,yes,no,dsl,yes,yes,yes,no,no,no,one year,no,credit card (automatic),60.3,3563.8,1.98,51-60,61-80,3501-4000,1.5-2.0
0379-DJQHR,no,male,0,yes,yes,67,yes,no,dsl,yes,yes,yes,no,yes,yes,two year,no,credit card (automatic),81.35,5398.6,2.67,61-70,81-100,5001-5500,2.5-3.0
0380-NEAVX,no,male,1,no,no,34,yes,no,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,99.85,3343.15,3.28,31-40,81-100,3001-3500,3.0-3.5
0380-ZCSBI,no,male,0,no,no,10,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),20.0,198.7,0.66,0-20,0-20,0-500,0.5-1.0
0383-CLDDA,no,female,0,no,no,69,yes,yes,dsl,yes,no,yes,yes,yes,yes,two year,yes,credit card (automatic),85.35,5897.4,2.8,61-70,81-100,5501-6000,2.5-3.0
0384-LPITE,no,male,0,no,no,40,no,no phone service,dsl,yes,yes,yes,no,yes,yes,one year,no,credit card (automatic),62.05,2511.55,2.04,31-40,61-80,2501-3000,2.0-2.5
0384-RVBPI,no,male,0,no,no,20,yes,no,dsl,yes,no,yes,no,no,yes,month-to-month,no,credit card (automatic),64.4,1398.6,2.12,0-20,61-80,1001-1500,2.0-2.5
0386-CWRGM,no,female,0,yes,yes,46,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.4,967.85,0.64,41-50,0-20,501-1000,0.5-1.0
0388-EOPEX,yes,female,0,yes,no,2,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,74.4,139.4,2.44,0-20,61-80,0-500,2.0-2.5
0390-DCFDQ,yes,female,1,yes,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,70.45,70.45,2.31,0-20,61-80,0-500,2.0-2.5
